prompt_id,user_id,model_id,category_id,prompt_length,token_count,response_time_ms,estimated_cost,satisfaction_rating,created_at,prompt_complexity,task_completed,response_quality
30,221,4,8,1285,1783,3224,0.008781,2,2024-01-22 21:30:26,Medium,True,Fair
31,314,2,2,1209,1685,3569,0.013444,4,2024-10-18 12:06:41,Medium,True,Excellent
32,296,4,4,607,536,1394,0.002894,4,2024-10-31 15:50:13,Medium,True,Good
33,206,5,2,1438,1218,2178,0.003432,5,2024-01-20 20:00:02,Medium,False,Good
34,51,5,3,861,873,3624,0.002408,4,2024-07-16 07:53:17,Medium,True,Good
35,110,4,6,1078,900,1406,0.004223,5,2024-08-09 06:28:41,Medium,True,Good
36,409,1,7,742,694,1639,0.006942,1,2024-05-12 08:48:46,Medium,True,Fair
37,41,4,4,1304,1830,1126,0.009161,3,2024-07-01 11:17:04,Medium,True,Good
38,282,3,1,3297,3503,1778,0.026848,4,2024-11-13 23:49:32,Complex,True,Good
39,69,1,6,551,886,10361,0.008933,4,2024-09-13 10:43:10,Medium,True,Excellent
40,222,2,1,350,516,1705,0.004237,5,2024-04-24 04:49:45,Medium,True,Excellent
41,255,1,1,613,968,1923,0.010597,3,2024-12-27 16:30:13,Medium,False,Good
42,261,3,3,330,322,2049,0.002228,3,2024-07-10 16:39:48,Simple,False,Good
43,145,4,1,425,425,697,0.002221,4,2024-05-25 08:54:40,Simple,False,Good
44,16,2,2,240,215,4057,0.001746,3,2024-01-01 06:17:18,Simple,True,Good
45,152,4,2,975,1200,1811,0.00557,2,2024-01-23 20:35:06,Medium,True,Fair
46,222,4,1,760,932,1895,0.004304,3,2024-02-28 08:57:02,Medium,False,Good
47,209,1,1,1027,1029,3555,0.011298,4,2024-08-31 07:39:38,Medium,True,Excellent
48,57,2,1,644,1015,1942,0.007537,4,2024-06-08 17:36:14,Medium,True,Excellent
49,18,2,9,598,766,3615,0.006217,5,2024-05-30 12:30:28,Medium,True,Excellent
50,368,4,3,349,452,3425,0.002213,4,2024-08-24 10:15:32,Simple,True,Good
51,128,1,3,1625,1868,2774,0.019198,4,2024-11-02 00:25:50,Medium,True,Excellent
52,379,5,2,328,410,2682,0.001263,2,2024-12-15 14:24:25,Simple,True,Fair
53,491,4,2,720,896,1823,0.004779,3,2024-05-12 22:30:33,Medium,False,Good
54,453,2,3,327,353,1513,0.002962,4,2024-07-03 09:54:28,Simple,True,Excellent
55,410,1,2,847,921,2127,0.009444,1,2024-01-09 21:52:02,Medium,True,Fair
56,360,1,4,659,841,1991,0.008595,3,2024-10-25 05:57:45,Medium,False,Good
57,95,3,4,546,841,1557,0.00616,5,2024-08-20 10:26:18,Medium,True,Good
58,12,3,1,1128,1143,2780,0.008168,4,2024-12-20 15:39:16,Medium,True,Good
59,403,3,6,779,691,755,0.004881,4,2024-12-02 18:51:18,Medium,True,Good
60,240,1,4,475,587,2502,0.005456,3,2024-04-22 23:54:09,Medium,True,Good
61,11,1,4,1677,1868,776,0.019231,5,2024-01-02 07:01:31,Medium,True,Excellent
62,414,2,2,1540,1616,2009,0.013197,3,2024-06-09 11:10:13,Medium,False,Good
63,465,3,3,528,802,1402,0.005198,4,2024-04-04 14:51:04,Medium,True,Good
64,261,1,7,1193,1552,1049,0.015907,4,2024-05-06 18:22:56,Medium,True,Excellent
65,69,3,1,806,977,1616,0.006351,3,2024-12-19 10:31:43,Medium,True,Good
66,213,4,2,1108,1293,1725,0.005985,4,2024-04-28 21:50:43,Medium,True,Good
67,144,1,1,314,508,3095,0.005539,2,2024-03-23 00:52:51,Medium,True,Fair
68,48,2,5,1609,1806,1799,0.01571,4,2024-09-01 07:40:13,Medium,True,Excellent
69,121,1,8,808,745,1693,0.006942,1,2024-09-09 22:49:22,Medium,True,Fair
70,443,1,9,1299,1425,4494,0.014118,4,2024-06-07 23:29:55,Medium,True,Excellent
71,5,3,6,856,842,1636,0.006039,4,2024-11-02 17:32:40,Medium,True,Good
72,118,4,1,742,737,1300,0.003608,5,2024-04-22 12:08:38,Medium,False,Good
73,192,4,7,514,762,1801,0.003973,5,2024-09-10 18:23:45,Medium,True,Good
74,463,4,7,259,238,4209,0.001206,4,2024-06-08 23:20:36,Simple,False,Good
75,306,2,2,452,423,2028,0.003559,4,2024-04-14 18:37:58,Simple,True,Excellent
76,342,2,8,800,705,802,0.005608,3,2024-08-06 16:49:05,Medium,False,Good
77,396,4,6,1828,1790,816,0.009565,3,2024-10-31 20:31:59,Medium,True,Good
78,155,1,1,622,914,1548,0.009552,3,2024-12-06 20:45:41,Medium,True,Good
79,370,3,1,361,408,783,0.002783,3,2024-02-21 04:49:05,Simple,True,Good
80,289,1,1,1232,1120,1953,0.010901,4,2024-09-11 03:10:51,Medium,True,Excellent
81,237,3,4,1299,1751,839,0.012215,5,2024-07-05 11:11:41,Medium,True,Good
82,394,2,8,576,679,701,0.005008,2,2024-01-22 16:56:10,Medium,True,Fair
83,439,3,6,710,598,903,0.003854,4,2024-12-07 07:18:02,Medium,True,Good
84,138,4,6,1282,2084,2457,0.010821,4,2024-08-26 15:56:41,Complex,True,Good
85,124,1,1,1461,1381,1816,0.01361,4,2024-10-15 08:23:45,Medium,True,Excellent
86,237,1,2,1567,1607,1759,0.017642,4,2024-09-14 14:32:26,Medium,True,Excellent
87,159,1,7,346,338,1667,0.003063,1,2024-12-09 09:14:55,Simple,True,Fair
88,253,1,3,1567,2572,4272,0.025964,5,2024-07-25 06:40:42,Complex,True,Excellent
89,381,1,1,173,251,2265,0.002347,3,2024-06-05 12:56:11,Simple,True,Good
90,271,4,4,1611,2373,1113,0.011528,3,2024-07-10 19:00:33,Complex,True,Good
91,21,5,3,235,319,1834,0.00096,4,2024-01-18 20:12:03,Simple,True,Good
92,238,4,7,1197,1171,788,0.005548,5,2024-09-12 02:27:20,Medium,False,Good
93,151,4,1,278,311,1056,0.001532,3,2024-11-09 10:16:31,Simple,True,Good
94,47,1,1,327,483,1847,0.005103,4,2024-12-10 01:04:41,Simple,True,Excellent
95,401,4,2,2486,2499,1216,0.012665,4,2024-12-04 14:00:09,Complex,False,Good
96,26,2,2,890,838,4002,0.00676,1,2024-06-06 01:58:27,Medium,False,Fair
97,441,1,2,886,935,757,0.008656,4,2024-03-24 03:14:56,Medium,True,Excellent
98,420,2,1,216,214,1814,0.001623,3,2024-12-10 03:41:00,Simple,True,Good
99,57,4,1,555,688,1360,0.003781,4,2024-04-21 05:06:39,Medium,True,Good
100,279,4,2,1135,1053,500,0.005712,3,2024-05-26 11:14:59,Medium,False,Good
101,349,4,7,422,487,1825,0.00247,5,2024-04-14 04:31:45,Simple,True,Good
102,468,4,6,559,571,1017,0.002664,5,2024-06-12 13:11:32,Medium,False,Good
103,495,1,5,309,342,1123,0.003567,2,2024-05-26 07:24:56,Simple,True,Fair
104,251,4,7,757,649,2726,0.003477,4,2024-03-05 20:52:58,Medium,True,Good
105,194,4,1,667,598,699,0.003144,1,2024-09-17 14:21:09,Medium,True,Fair
106,387,2,5,4736,4000,1870,0.032902,3,2024-09-02 13:54:20,Complex,True,Good
107,455,4,1,315,285,1502,0.001304,5,2024-05-29 20:18:34,Simple,True,Good
108,414,4,1,334,491,2675,0.002547,2,2024-04-29 19:05:20,Simple,True,Fair
109,131,1,2,1117,1043,1182,0.010192,4,2024-06-06 11:15:11,Medium,True,Excellent
110,95,1,7,532,452,1365,0.004532,5,2024-10-31 08:46:47,Simple,True,Excellent
111,419,2,3,631,816,1824,0.006837,4,2024-05-02 05:23:33,Medium,True,Excellent
112,61,1,2,858,875,4434,0.008477,4,2024-03-23 01:23:35,Medium,True,Excellent
113,216,1,8,648,614,896,0.006333,2,2024-03-05 21:23:14,Medium,True,Fair
114,268,2,7,743,665,500,0.005102,3,2024-08-13 10:14:06,Medium,True,Good
115,2,1,8,1263,1359,1570,0.012516,3,2024-01-07 22:02:24,Medium,True,Good
116,101,2,1,2292,2632,2296,0.019158,5,2024-06-18 20:14:16,Complex,True,Excellent
117,42,2,7,1122,1191,1741,0.010059,3,2024-05-11 08:35:07,Medium,True,Good
118,134,4,5,3163,2675,3764,0.013747,4,2024-05-13 17:00:02,Complex,True,Good
119,156,2,1,791,663,2303,0.004854,4,2024-02-21 14:05:48,Medium,True,Excellent
120,75,4,1,1454,1382,1267,0.007205,3,2024-07-08 12:11:50,Medium,True,Good
121,280,4,4,1157,1230,1749,0.006222,2,2024-04-05 14:24:05,Medium,False,Fair
122,498,1,9,811,1280,1809,0.013798,2,2024-05-28 01:10:48,Medium,False,Fair
123,371,4,6,411,414,1106,0.001929,3,2024-12-22 12:10:22,Simple,True,Good
124,398,1,6,387,419,3142,0.003969,3,2024-09-21 06:05:27,Simple,False,Good
125,54,3,2,369,526,3662,0.003807,3,2024-08-06 09:21:46,Medium,True,Good
126,395,4,3,875,817,2744,0.004252,4,2024-02-25 16:04:39,Medium,True,Good
127,446,5,2,544,679,2146,0.002106,1,2024-06-01 05:39:03,Medium,True,Fair
128,175,1,1,1374,1667,4163,0.016741,4,2024-10-19 03:05:07,Medium,True,Excellent
129,377,4,8,292,419,656,0.001945,4,2024-03-30 05:02:09,Simple,False,Good
130,93,1,4,1459,1735,1529,0.016014,4,2024-05-08 14:38:18,Medium,True,Excellent
131,468,1,6,526,593,2076,0.005494,1,2024-05-04 11:03:10,Medium,False,Fair
132,134,4,8,1812,1687,883,0.007629,5,2024-02-17 08:35:15,Medium,True,Good
133,147,5,1,1579,1888,1128,0.005679,1,2024-06-24 02:47:56,Medium,True,Fair
134,179,3,6,942,1344,2746,0.009924,5,2024-07-21 04:06:06,Medium,True,Good
135,157,2,2,1789,2384,1771,0.017216,5,2024-05-27 00:19:25,Complex,True,Excellent
136,399,2,6,1236,1884,1975,0.015126,3,2024-11-19 09:14:28,Medium,True,Good
137,338,2,1,368,352,2260,0.003066,4,2024-05-27 00:38:44,Simple,True,Excellent
138,382,2,2,839,773,867,0.006495,4,2024-07-14 18:57:17,Medium,True,Excellent
139,409,5,7,924,1055,844,0.003396,4,2024-08-25 00:38:32,Medium,True,Good
140,65,1,3,589,789,4476,0.007272,4,2024-04-18 13:07:03,Medium,True,Excellent
141,500,4,9,619,957,766,0.005023,5,2024-03-22 08:54:26,Medium,True,Good
142,37,4,1,1333,1624,1047,0.008575,4,2024-09-20 01:48:36,Medium,False,Good
143,402,3,1,352,349,2969,0.002239,4,2024-11-04 04:24:13,Simple,True,Good
144,28,4,3,1055,1278,1603,0.006422,5,2024-03-22 15:12:13,Medium,False,Good
145,199,1,3,117,127,500,0.001297,5,2024-04-23 20:59:12,Simple,True,Excellent
146,96,5,1,1414,2277,528,0.006546,4,2024-03-03 17:17:26,Complex,True,Good
147,106,1,2,632,747,1314,0.007193,4,2024-12-26 03:18:56,Medium,True,Excellent
148,92,1,6,1790,2195,761,0.019814,4,2024-12-20 15:17:59,Complex,True,Excellent
149,336,5,2,2365,2875,2070,0.008303,1,2024-01-18 03:08:30,Complex,True,Fair
150,104,4,9,1179,1112,1328,0.005735,5,2024-01-18 20:55:16,Medium,True,Good
151,151,3,1,498,716,5331,0.005244,4,2024-12-11 01:43:57,Medium,True,Good
152,179,4,2,1061,1340,948,0.006724,5,2024-11-17 03:36:07,Medium,True,Good
153,442,1,6,2490,2119,2861,0.022041,4,2024-10-04 00:42:11,Complex,True,Excellent
154,231,2,2,863,1069,1495,0.008057,5,2024-06-06 06:46:48,Medium,True,Excellent
155,246,4,2,907,865,983,0.004519,3,2024-12-06 09:30:16,Medium,True,Good
156,321,4,6,3324,3456,4958,0.017922,4,2024-10-30 13:26:23,Complex,False,Good
157,90,1,6,442,716,4646,0.006518,1,2024-09-30 21:12:23,Medium,True,Fair
158,346,4,1,369,320,1724,0.001476,4,2024-10-22 23:50:38,Simple,True,Good
159,267,4,1,290,334,1951,0.00166,5,2024-08-15 14:32:57,Simple,True,Good
160,352,1,2,1018,1003,3298,0.009046,4,2024-11-18 07:52:24,Medium,True,Excellent
161,404,1,1,1169,1178,4182,0.011653,4,2024-01-21 00:47:18,Medium,True,Excellent
162,52,1,1,413,443,2722,0.004785,4,2024-02-17 01:13:55,Simple,True,Excellent
163,130,1,1,273,240,4696,0.00219,4,2024-07-19 06:23:53,Simple,True,Excellent
164,11,3,2,929,1091,1570,0.007794,4,2024-11-16 06:15:13,Medium,True,Good
165,286,1,4,1370,1745,1001,0.018686,3,2024-08-27 05:12:22,Medium,False,Good
166,436,4,6,1378,1779,1186,0.009384,3,2024-01-20 20:51:01,Medium,True,Good
167,121,4,1,1576,1536,1257,0.008334,5,2024-07-25 09:57:06,Medium,True,Good
168,257,4,9,182,261,2338,0.001346,5,2024-10-04 20:26:26,Simple,True,Good
169,63,3,1,574,579,1042,0.004333,4,2024-04-30 02:47:53,Medium,False,Good
170,466,1,1,1022,1066,2521,0.011196,3,2024-05-01 15:32:51,Medium,True,Good
171,419,2,5,871,774,1897,0.005887,5,2024-02-25 19:49:12,Medium,True,Excellent
172,422,5,2,1653,1402,2322,0.004621,5,2024-10-06 05:17:17,Medium,True,Good
173,95,1,9,1620,1422,6944,0.014159,4,2024-04-27 03:52:15,Medium,True,Excellent
174,65,2,1,1221,1104,1278,0.009654,4,2024-05-02 11:32:21,Medium,True,Excellent
175,444,4,8,1547,2210,2501,0.01009,5,2024-11-06 12:21:06,Complex,True,Good
176,283,1,8,1017,876,1692,0.009014,5,2024-10-07 13:50:37,Medium,True,Excellent
177,485,1,3,1223,1442,1806,0.014076,4,2024-02-08 15:05:39,Medium,True,Excellent
178,178,1,1,666,984,1250,0.010252,4,2024-04-04 09:23:55,Medium,True,Excellent
179,424,1,1,1077,997,2791,0.010406,5,2024-08-09 03:07:49,Medium,True,Excellent
180,331,3,6,1244,1444,2233,0.01074,2,2024-05-23 05:27:03,Medium,True,Fair
181,289,4,6,247,303,1749,0.001422,4,2024-07-11 04:26:00,Simple,True,Good
182,415,2,2,415,675,3468,0.005657,4,2024-07-03 19:09:10,Medium,True,Excellent
183,246,1,2,690,591,2706,0.005984,3,2024-10-24 00:08:12,Medium,False,Good
184,174,1,6,284,405,2053,0.003701,2,2024-01-03 11:51:22,Simple,True,Fair
185,454,1,1,1674,1489,2409,0.014893,3,2024-03-23 10:51:31,Medium,False,Good
186,29,1,2,1865,1957,1147,0.017764,5,2024-07-20 13:14:32,Medium,True,Excellent
187,100,4,9,510,530,1478,0.002659,4,2024-08-23 12:32:01,Medium,True,Good
188,16,4,6,875,839,2167,0.00382,4,2024-07-22 20:18:01,Medium,False,Good
189,171,3,1,664,980,2209,0.006301,5,2024-02-25 08:10:53,Medium,True,Good
190,257,1,8,1444,2356,1072,0.021392,4,2024-08-04 23:47:23,Complex,True,Excellent
191,256,2,9,1049,1659,1429,0.013324,1,2024-01-30 01:11:18,Medium,True,Fair
192,457,1,4,1297,1873,1947,0.017183,5,2024-01-26 17:47:14,Medium,True,Excellent
193,166,1,6,1412,1366,1718,0.01375,5,2024-06-06 04:53:04,Medium,True,Excellent
194,261,1,7,539,496,1012,0.00535,4,2024-02-09 06:53:31,Simple,True,Excellent
195,446,3,4,740,802,1425,0.005112,5,2024-04-28 04:57:42,Medium,True,Good
196,193,2,1,2109,2194,2935,0.016895,1,2024-10-31 22:10:13,Complex,False,Fair
197,48,2,8,264,319,1581,0.002678,3,2024-05-27 03:02:33,Simple,False,Good
198,18,3,2,997,1032,2060,0.007666,4,2024-10-20 22:15:59,Medium,True,Good
199,112,4,8,256,284,754,0.001515,4,2024-06-01 09:52:48,Simple,True,Good
200,264,1,1,1257,1434,1874,0.01492,4,2024-02-22 05:10:41,Medium,True,Excellent
201,297,1,7,1860,1771,1984,0.017704,5,2024-09-29 00:39:20,Medium,True,Excellent
202,496,4,6,725,754,1530,0.003903,4,2024-08-03 21:32:05,Medium,True,Good
203,339,2,9,546,520,3615,0.003925,4,2024-02-23 02:18:15,Medium,True,Excellent
204,372,3,6,1782,2530,1321,0.018385,5,2024-11-18 19:54:41,Complex,True,Good
205,196,1,6,206,179,1024,0.001919,4,2024-10-03 07:21:36,Simple,True,Excellent
206,108,5,2,3373,4000,3000,0.012502,4,2024-09-16 11:29:49,Complex,True,Good
207,386,5,1,638,927,1083,0.002691,4,2024-07-10 05:43:23,Medium,True,Good
208,130,3,1,2939,3494,1229,0.024822,5,2024-03-15 11:48:02,Complex,True,Good
209,376,1,1,692,663,817,0.00713,4,2024-12-19 21:50:47,Medium,False,Excellent
210,309,2,3,1302,1911,5340,0.01572,4,2024-02-19 19:39:02,Medium,True,Excellent
211,470,1,6,730,646,3501,0.006831,5,2024-09-07 10:42:00,Medium,True,Excellent
212,208,1,6,1301,1379,1843,0.015001,5,2024-06-26 14:38:18,Medium,True,Excellent
213,72,4,2,783,872,6866,0.003977,3,2024-03-04 04:53:20,Medium,True,Good
214,313,1,3,667,1052,4188,0.011317,3,2024-12-30 07:52:09,Medium,True,Good
215,350,1,3,691,597,1228,0.005745,5,2024-01-12 13:12:56,Medium,True,Excellent
216,222,1,3,788,918,1999,0.008354,5,2024-06-27 04:44:44,Medium,True,Excellent
217,344,5,6,560,560,1866,0.001557,4,2024-11-06 05:22:47,Medium,True,Good
218,402,1,2,1480,1284,2262,0.012514,4,2024-08-21 23:36:06,Medium,True,Excellent
219,57,4,2,1289,1227,1237,0.005814,5,2024-02-06 14:58:20,Medium,True,Good
220,117,3,1,2639,4000,1276,0.026335,4,2024-07-17 18:54:29,Complex,True,Good
221,375,4,3,836,1312,2296,0.006172,4,2024-05-12 11:50:11,Medium,True,Good
222,27,2,6,336,454,1869,0.003943,3,2024-09-18 01:17:26,Simple,True,Good
223,30,1,1,118,161,1780,0.001653,3,2024-07-21 10:13:12,Simple,True,Good
224,88,1,3,1376,1202,3634,0.011907,4,2024-06-09 21:46:48,Medium,True,Excellent
225,352,1,1,2072,1889,2460,0.017329,3,2024-02-13 19:05:57,Medium,True,Good
226,61,4,3,283,344,1568,0.001687,5,2024-11-08 12:23:11,Simple,True,Good
227,134,4,8,429,399,3656,0.001834,5,2024-04-11 19:20:23,Simple,True,Good
228,214,2,2,1162,1122,1010,0.009112,4,2024-05-04 22:08:33,Medium,True,Excellent
229,225,4,2,2468,2598,1572,0.014273,5,2024-03-13 10:28:47,Complex,True,Good
230,132,1,5,341,307,4493,0.003077,1,2024-11-20 07:06:08,Simple,False,Fair
231,493,4,6,1227,1101,4667,0.005393,2,2024-09-20 18:07:59,Medium,False,Fair
232,77,4,7,124,188,703,0.000912,4,2024-05-26 01:36:27,Simple,True,Good
233,125,4,7,213,302,1372,0.001595,3,2024-11-13 16:58:36,Simple,True,Good
234,203,4,5,1196,1215,760,0.006104,2,2024-08-31 05:39:50,Medium,True,Fair
235,269,5,8,1478,1251,2062,0.00386,4,2024-12-03 01:17:15,Medium,True,Good
236,477,1,2,1378,1247,1422,0.013679,4,2024-06-17 20:28:22,Medium,True,Excellent
237,130,1,6,1055,1483,1101,0.015889,5,2024-01-16 22:38:59,Medium,True,Excellent
238,385,2,8,3114,2846,3663,0.022016,5,2024-05-18 10:26:43,Complex,True,Excellent
239,377,4,6,412,443,968,0.002211,5,2024-10-07 21:31:07,Simple,True,Good
240,89,3,1,1050,977,1580,0.007511,2,2024-01-02 22:47:39,Medium,True,Fair
241,283,4,7,2963,2620,826,0.014113,2,2024-01-31 00:05:19,Complex,False,Fair
242,481,4,2,560,770,3732,0.004131,3,2024-08-15 17:54:21,Medium,True,Good
243,311,4,9,734,1003,1141,0.005221,3,2024-09-26 21:37:35,Medium,True,Good
244,157,4,3,591,517,2220,0.002825,1,2024-06-26 23:09:40,Medium,True,Fair
245,192,1,1,795,954,1583,0.00894,4,2024-06-12 22:24:36,Medium,True,Excellent
246,479,4,1,986,1279,3525,0.006588,2,2024-12-07 12:37:02,Medium,True,Fair
247,496,1,8,415,363,3546,0.003736,4,2024-11-20 07:54:37,Simple,True,Excellent
248,380,1,3,979,829,912,0.008186,5,2024-07-30 13:13:04,Medium,True,Excellent
249,200,4,7,2045,1944,986,0.009615,4,2024-02-22 17:50:36,Medium,True,Good
250,397,4,2,377,566,4186,0.002635,2,2024-02-14 08:04:46,Medium,True,Fair
251,284,1,6,464,677,3974,0.006632,5,2024-02-11 00:01:19,Medium,True,Excellent
252,90,2,1,991,1111,2470,0.008993,5,2024-06-30 14:30:23,Medium,True,Excellent
253,55,2,1,1890,1614,1063,0.012965,4,2024-05-14 21:47:57,Medium,True,Excellent
254,342,1,6,1381,1880,2647,0.018973,4,2024-12-16 19:27:31,Medium,True,Excellent
255,151,4,2,1295,1177,6253,0.005394,2,2024-08-30 05:26:01,Medium,True,Fair
256,379,3,6,2574,3237,7272,0.022439,3,2024-09-26 01:35:21,Complex,True,Good
257,164,1,1,491,437,702,0.004185,3,2024-07-04 14:01:25,Simple,True,Good
258,340,4,5,510,577,4201,0.003118,5,2024-09-09 17:34:15,Medium,True,Good
259,302,4,3,854,713,1657,0.003266,4,2024-04-18 03:19:19,Medium,True,Good
260,466,1,8,812,804,1389,0.008765,4,2024-04-02 08:41:39,Medium,True,Excellent
261,433,4,2,1369,1592,1400,0.008589,4,2024-06-07 11:00:58,Medium,True,Good
262,352,2,7,1902,2055,2949,0.016621,5,2024-04-26 14:07:06,Complex,False,Excellent
263,349,2,1,1078,1074,1025,0.009019,4,2024-05-27 08:49:32,Medium,True,Excellent
264,88,1,3,367,590,2011,0.005393,5,2024-01-07 18:20:52,Medium,True,Excellent
265,365,4,2,3946,4000,1267,0.021817,4,2024-07-27 04:12:57,Complex,True,Good
266,244,4,7,548,476,2125,0.002419,4,2024-09-13 13:54:26,Simple,True,Good
267,295,4,4,708,785,2746,0.00374,4,2024-04-05 10:37:53,Medium,True,Good
268,203,2,1,1658,2448,985,0.018674,1,2024-10-28 20:26:17,Complex,False,Fair
269,9,4,6,1189,1332,2939,0.006996,4,2024-05-20 23:52:35,Medium,True,Good
270,469,1,2,1867,1678,2254,0.015425,4,2024-01-28 06:50:25,Medium,True,Excellent
271,352,3,2,522,651,2860,0.004293,5,2024-04-07 11:32:24,Medium,True,Good
272,485,4,9,1042,956,3198,0.004557,4,2024-01-13 10:47:15,Medium,True,Good
273,320,4,1,505,447,1875,0.00237,1,2024-02-01 14:43:09,Simple,True,Fair
274,402,5,6,258,360,1137,0.001162,3,2024-01-16 20:33:26,Simple,True,Good
275,14,1,3,2463,4000,5894,0.043006,4,2024-07-25 12:20:30,Complex,True,Excellent
276,27,4,3,1295,1271,1044,0.006771,4,2024-02-12 09:07:26,Medium,True,Good
277,240,1,2,713,692,5935,0.007224,3,2024-02-29 00:46:45,Medium,False,Good
278,174,1,2,3571,3147,1710,0.034594,4,2024-12-21 02:54:27,Complex,True,Excellent
279,25,4,2,1239,2024,2153,0.009134,2,2024-01-14 01:44:25,Complex,True,Fair
280,467,2,2,617,630,2500,0.00539,5,2024-11-30 00:30:39,Medium,True,Excellent
281,250,3,3,1721,2547,3097,0.016271,5,2024-08-18 08:25:09,Complex,True,Good
282,130,1,1,2853,2538,3013,0.025877,4,2024-11-22 11:59:07,Complex,True,Excellent
283,481,3,3,1367,1234,4967,0.008465,3,2024-12-21 13:37:31,Medium,False,Good
284,416,2,2,2533,3564,1998,0.030042,3,2024-09-05 22:37:54,Complex,True,Good
285,73,2,2,675,914,1089,0.007507,4,2024-12-14 04:28:52,Medium,True,Excellent
286,30,4,1,476,565,1461,0.002597,4,2024-12-08 01:11:32,Medium,True,Good
287,176,4,1,928,1090,5688,0.005566,5,2024-01-15 11:05:52,Medium,True,Good
288,310,4,3,1214,1313,1737,0.006857,3,2024-11-09 08:03:53,Medium,True,Good
289,122,1,2,935,1006,500,0.010964,3,2024-03-06 10:50:59,Medium,True,Good
290,194,4,1,1571,1337,978,0.006976,2,2024-03-21 22:45:40,Medium,False,Fair
291,303,1,3,172,251,1691,0.002307,5,2024-01-12 21:29:38,Simple,True,Excellent
292,421,4,1,2299,2319,1922,0.010717,5,2024-08-02 15:18:01,Complex,True,Good
293,151,1,2,1320,1280,3091,0.013319,4,2024-11-07 01:35:52,Medium,True,Excellent
294,331,3,1,486,781,4216,0.005396,4,2024-04-27 02:28:44,Medium,False,Good
295,134,1,8,586,591,4325,0.006066,4,2024-02-01 21:59:15,Medium,False,Excellent
296,298,4,4,499,468,2362,0.002256,4,2024-06-22 14:18:16,Simple,True,Good
297,487,4,2,1163,1106,1905,0.005599,5,2024-09-01 16:45:05,Medium,True,Good
298,131,4,2,1177,1482,1352,0.00772,5,2024-10-30 06:32:23,Medium,False,Good
299,308,1,1,2169,3168,935,0.032505,5,2024-08-21 23:33:44,Complex,True,Excellent
300,442,2,8,2534,4000,1206,0.03504,5,2024-08-18 12:21:56,Complex,True,Excellent
301,133,2,3,1183,1095,835,0.008479,4,2024-12-28 05:20:17,Medium,True,Excellent
302,203,4,3,756,1084,1634,0.005079,5,2024-02-17 21:03:26,Medium,True,Good
303,452,1,6,1140,1540,1649,0.014746,4,2024-02-10 22:37:59,Medium,True,Excellent
