prompt_id,user_id,model_id,category_id,prompt_length,token_count,response_time_ms,estimated_cost,satisfaction_rating,created_at,prompt_complexity,task_completed,response_quality
38,21,2,2,1193,1179,500,0.009652,4,2024-11-19 23:28:31,Medium,True,Excellent
39,93,3,3,1421,1205,3697,0.008829,2,2024-03-06 17:47:25,Medium,True,Fair
40,54,1,9,326,289,3927,0.002719,3,2024-05-31 11:13:54,Simple,True,Good
41,20,2,7,178,215,1344,0.00183,4,2024-11-30 22:18:01,Simple,True,Excellent
42,11,5,2,331,537,2419,0.001498,4,2024-09-13 08:37:45,Medium,True,Good
43,21,5,5,743,792,2065,0.002355,2,2024-06-24 02:30:06,Medium,True,Fair
44,24,2,4,209,330,4560,0.00286,4,2024-01-03 11:01:04,Simple,True,Excellent
45,17,2,5,767,959,1309,0.007645,2,2024-08-25 13:56:46,Medium,True,Fair
46,97,4,4,448,404,4206,0.001999,5,2024-09-28 07:57:34,Simple,False,Good
47,47,2,2,745,943,1050,0.007058,4,2024-03-11 03:47:53,Medium,True,Excellent
48,36,1,2,506,457,3350,0.004223,2,2024-08-31 13:21:21,Simple,False,Fair
49,92,3,7,148,151,1074,0.001084,5,2024-02-20 00:42:43,Simple,False,Good
50,84,1,9,894,996,867,0.010244,5,2024-07-08 20:20:50,Medium,True,Excellent
51,43,3,3,2015,1853,925,0.013173,4,2024-08-08 13:59:25,Medium,True,Good
52,19,4,3,194,228,814,0.001195,4,2024-11-12 20:24:55,Simple,True,Good
53,30,1,4,439,619,1412,0.006165,4,2024-02-13 12:46:57,Medium,True,Excellent
54,59,3,5,268,350,1931,0.002411,4,2024-09-23 06:28:46,Simple,True,Good
55,44,5,1,242,342,2105,0.000971,4,2024-09-26 02:43:38,Simple,True,Good
56,100,4,9,669,948,2242,0.00488,5,2024-04-02 02:25:39,Medium,True,Good
57,99,1,9,172,282,3107,0.003011,4,2024-07-20 16:16:06,Simple,True,Excellent
58,92,3,2,800,674,2980,0.005046,4,2024-02-23 23:52:16,Medium,True,Good
59,86,4,9,1291,1191,1432,0.006174,5,2024-01-26 17:42:48,Medium,False,Good
60,71,3,2,1071,1041,1181,0.007393,5,2024-12-09 18:14:05,Medium,True,Good
61,64,2,2,1087,907,683,0.007056,5,2024-07-10 07:03:52,Medium,True,Excellent
62,9,4,4,1034,967,1836,0.005252,4,2024-12-10 12:38:49,Medium,True,Good
63,36,5,9,220,185,2209,0.00057,4,2024-09-03 07:39:00,Simple,True,Good
64,44,4,3,486,414,6442,0.002142,3,2024-12-02 07:32:14,Simple,False,Good
65,49,4,9,749,691,7199,0.003174,3,2024-12-03 10:59:09,Medium,True,Good
66,48,2,8,1071,1002,1077,0.007426,5,2024-02-17 11:11:25,Medium,True,Excellent
67,40,5,3,804,745,2092,0.002263,5,2024-08-01 06:00:36,Medium,False,Good
68,70,4,7,1307,1102,708,0.005297,4,2024-01-18 03:31:04,Medium,True,Good
69,61,2,1,415,504,1278,0.004127,5,2024-06-25 19:51:45,Medium,True,Excellent
70,33,3,5,618,710,2039,0.005179,5,2024-11-15 16:05:44,Medium,False,Good
71,8,3,9,696,757,2709,0.005168,5,2024-05-22 12:29:05,Medium,True,Good
72,22,4,9,477,532,2887,0.002652,5,2024-10-05 05:25:12,Medium,False,Good
73,94,4,9,297,460,1414,0.002393,1,2024-03-28 00:05:31,Simple,False,Fair
74,62,3,4,818,765,2034,0.004882,4,2024-04-04 01:52:25,Medium,True,Good
75,81,4,5,226,302,6897,0.001537,5,2024-12-23 01:55:56,Simple,True,Good
76,47,2,1,286,304,725,0.002567,4,2024-01-27 07:13:20,Simple,True,Excellent
77,53,4,8,1349,1330,2482,0.007144,4,2024-03-21 00:40:13,Medium,True,Good
78,79,1,3,809,792,1238,0.007983,3,2024-03-18 02:16:34,Medium,True,Good
79,38,2,7,159,226,1585,0.001776,4,2024-09-02 07:45:32,Simple,False,Excellent
80,20,4,8,655,582,1821,0.002804,5,2024-03-05 18:21:42,Medium,True,Good
81,83,3,5,489,642,3806,0.004482,3,2024-10-21 03:27:49,Medium,True,Good
82,69,2,8,237,279,575,0.002192,2,2024-12-21 06:30:54,Simple,True,Fair
83,48,3,8,388,461,665,0.003049,3,2024-01-07 18:28:14,Simple,True,Good
84,79,2,6,64,88,4507,0.000747,5,2024-10-14 13:01:53,Simple,True,Excellent
85,74,5,4,650,681,1241,0.001867,3,2024-10-07 21:04:23,Medium,True,Good
86,97,5,4,318,457,5146,0.001269,4,2024-05-17 01:40:49,Simple,True,Good
87,42,1,6,872,1327,3098,0.012903,4,2024-07-17 18:40:56,Medium,True,Excellent
88,93,4,3,651,758,955,0.003932,4,2024-01-07 16:05:09,Medium,False,Good
89,37,4,6,594,551,1025,0.002772,4,2024-03-19 23:04:12,Medium,True,Good
90,59,1,8,1636,2491,965,0.023281,4,2024-05-20 01:05:18,Complex,True,Excellent
91,6,5,3,191,241,678,0.000715,3,2024-10-04 11:43:19,Simple,True,Good
92,76,1,2,652,1055,664,0.011569,4,2024-11-29 10:07:03,Medium,True,Excellent
93,53,1,7,678,921,2147,0.010085,5,2024-04-05 12:18:02,Medium,True,Excellent
94,54,1,2,417,521,8073,0.005432,3,2024-01-31 16:26:08,Medium,True,Good
95,31,5,1,419,410,2435,0.001233,3,2024-01-05 11:55:11,Simple,True,Good
96,70,3,4,195,253,1119,0.001941,5,2024-08-30 01:33:13,Simple,True,Good
97,30,5,2,859,1020,1137,0.002761,3,2024-03-17 04:37:46,Medium,True,Good
98,12,4,9,357,587,2732,0.002868,4,2024-04-09 19:04:00,Medium,True,Good
99,29,1,7,562,637,1409,0.00692,4,2024-06-03 07:22:44,Medium,False,Excellent
100,89,3,9,503,624,508,0.004376,4,2024-11-30 03:48:50,Medium,True,Good
101,11,2,7,588,494,3420,0.003558,3,2024-03-28 15:19:51,Simple,True,Good
102,45,4,4,1902,2051,2744,0.00946,3,2024-01-03 07:55:22,Complex,False,Good
103,45,4,9,668,670,1999,0.003168,3,2024-09-26 04:36:11,Medium,False,Good
104,40,2,8,236,352,3220,0.002754,4,2024-04-25 07:16:09,Simple,True,Excellent
105,20,1,8,1280,1132,1309,0.01044,2,2024-01-07 10:07:15,Medium,True,Fair
106,7,3,6,152,203,2347,0.001498,3,2024-12-03 12:55:26,Simple,True,Good
107,15,5,7,1036,1453,1381,0.004748,5,2024-04-09 09:52:25,Medium,True,Good
108,43,1,4,814,725,2315,0.00773,5,2024-10-04 22:15:06,Medium,True,Excellent
109,33,1,7,1303,1202,2460,0.01115,5,2024-06-06 16:13:29,Medium,True,Excellent
110,7,2,8,342,314,3005,0.002431,4,2024-04-17 20:25:16,Simple,False,Excellent
111,66,5,8,442,488,1839,0.001596,3,2024-11-07 13:02:57,Simple,False,Good
112,13,4,4,1219,1121,599,0.005362,4,2024-10-07 22:30:42,Medium,False,Good
113,56,3,9,1143,1101,947,0.007485,3,2024-11-01 06:58:57,Medium,False,Good
114,87,5,4,329,400,3734,0.001136,5,2024-07-09 18:43:07,Simple,True,Good
115,32,3,3,1280,1395,1105,0.010285,4,2024-06-17 00:42:03,Medium,True,Good
116,22,5,1,326,292,724,0.000911,5,2024-09-23 18:59:24,Simple,True,Good
117,7,3,2,228,330,4730,0.002167,3,2024-10-08 21:28:13,Simple,True,Good
118,78,5,8,438,685,995,0.001866,4,2024-10-03 07:56:06,Medium,True,Good
119,85,1,6,636,548,811,0.005517,4,2024-12-19 18:31:37,Medium,True,Excellent
120,45,2,3,584,565,2749,0.004427,2,2024-03-13 17:33:25,Medium,True,Fair
121,25,5,9,135,224,3048,0.000666,4,2024-12-22 05:44:25,Simple,False,Good
122,36,2,1,2097,1826,3158,0.01436,1,2024-10-23 21:58:25,Medium,False,Fair
123,12,1,6,345,409,3181,0.003944,4,2024-07-19 04:01:39,Simple,True,Excellent
124,67,5,7,290,304,960,0.000873,5,2024-07-29 09:29:47,Simple,True,Good
125,1,3,2,3228,2740,845,0.017461,5,2024-12-14 16:24:08,Complex,False,Good
126,40,2,3,259,343,1552,0.002873,4,2024-01-15 12:11:24,Simple,True,Excellent
127,100,4,8,638,641,3995,0.003446,5,2024-02-14 10:58:48,Medium,False,Good
128,12,1,7,862,1049,4088,0.011033,4,2024-08-09 23:47:05,Medium,True,Excellent
129,72,1,7,1093,1033,2157,0.010129,4,2024-02-20 10:12:43,Medium,True,Excellent
130,31,4,5,252,227,1975,0.001073,3,2024-08-09 22:38:27,Simple,True,Good
131,34,2,4,371,361,1173,0.002653,5,2024-01-16 03:18:08,Simple,True,Excellent
132,67,2,6,374,492,6338,0.003974,3,2024-12-14 23:30:11,Simple,False,Good
133,38,1,9,1300,1215,3358,0.013298,4,2024-06-30 12:04:53,Medium,True,Excellent
134,90,3,7,173,282,1807,0.002043,5,2024-11-12 06:47:22,Simple,False,Good
135,31,3,2,452,515,2155,0.003406,3,2024-06-16 02:27:05,Medium,True,Good
136,61,3,7,1265,1079,1661,0.007531,3,2024-10-16 03:47:39,Medium,False,Good
137,52,4,2,772,654,2695,0.003525,4,2024-03-31 20:23:04,Medium,True,Good
138,33,3,7,578,800,2935,0.005141,4,2024-06-03 01:51:02,Medium,True,Good
139,97,4,5,95,88,1001,0.000417,2,2024-02-26 07:12:51,Simple,True,Fair
140,77,4,2,411,539,984,0.00252,4,2024-03-29 03:40:40,Medium,True,Good
141,38,3,1,209,281,500,0.002145,2,2024-09-25 09:53:36,Simple,True,Fair
142,47,3,5,905,955,1480,0.006782,5,2024-01-02 13:51:45,Medium,True,Good
143,52,1,2,362,314,5062,0.002969,4,2024-08-30 14:17:27,Simple,True,Excellent
144,83,4,1,395,433,3029,0.002192,3,2024-06-13 15:00:43,Simple,True,Good
145,24,1,7,524,707,2620,0.006904,1,2024-11-24 10:31:05,Medium,True,Fair
146,45,5,2,144,143,1636,0.000437,4,2024-05-10 13:42:15,Simple,True,Good
147,97,5,9,378,440,2728,0.001203,3,2024-07-14 20:45:44,Simple,True,Good
148,91,4,6,4045,4000,4510,0.019349,2,2024-06-04 10:49:16,Complex,True,Fair
149,63,5,3,1436,1484,744,0.004406,3,2024-08-16 23:15:54,Medium,True,Good
150,12,5,6,825,699,1565,0.002052,4,2024-03-08 08:17:38,Medium,True,Good
151,89,3,4,184,222,2192,0.001415,4,2024-04-03 01:20:36,Simple,True,Good
152,56,3,3,1380,1218,2203,0.008436,2,2024-06-09 00:56:42,Medium,True,Fair
153,76,4,8,703,1146,4062,0.005891,3,2024-10-13 13:24:13,Medium,False,Good
154,56,5,8,335,461,5844,0.001294,4,2024-01-26 13:39:36,Simple,True,Good
155,80,1,2,345,330,1582,0.003171,4,2024-02-22 02:06:35,Simple,True,Excellent
156,85,5,9,348,580,1389,0.001612,4,2024-06-07 01:20:35,Medium,True,Good
157,2,3,7,156,210,3411,0.00141,4,2024-06-05 22:43:35,Simple,False,Good
158,38,1,2,1626,2204,2443,0.022134,5,2024-07-25 21:26:44,Complex,True,Excellent
159,31,5,6,733,652,1449,0.002144,4,2024-09-27 12:29:16,Medium,True,Good
160,20,3,6,532,830,2569,0.005835,2,2024-08-31 00:42:28,Medium,True,Fair
161,5,3,6,570,529,1258,0.003473,4,2024-03-21 10:32:51,Medium,True,Good
162,96,4,4,105,100,1773,0.000494,3,2024-02-09 15:31:45,Simple,True,Good
163,45,2,7,1919,1611,1875,0.012613,3,2024-05-26 21:31:03,Medium,False,Good
164,11,3,7,149,204,1104,0.001363,1,2024-12-01 06:37:13,Simple,True,Fair
165,17,4,3,184,196,522,0.000973,2,2024-12-03 06:53:40,Simple,True,Fair
166,46,5,1,1534,1731,2007,0.005711,5,2024-03-09 05:16:21,Medium,True,Good
167,56,2,9,903,832,500,0.006259,1,2024-07-30 23:15:00,Medium,False,Fair
168,14,4,8,589,880,2748,0.004224,4,2024-11-20 04:47:57,Medium,True,Good
169,95,4,4,1642,1446,963,0.007143,5,2024-09-19 05:14:00,Medium,True,Good
170,53,5,6,174,245,3889,0.000767,5,2024-10-31 22:09:47,Simple,True,Good
171,62,3,7,1046,945,1512,0.006515,2,2024-03-09 04:14:18,Medium,False,Fair
172,87,5,4,911,1021,5191,0.003009,2,2024-12-25 20:54:59,Medium,False,Fair
173,1,4,1,696,746,2484,0.004072,5,2024-02-29 00:40:47,Medium,True,Good
174,15,1,3,1238,1162,2829,0.011911,5,2024-10-11 19:31:22,Medium,True,Excellent
175,82,1,7,504,545,1903,0.00592,3,2024-02-19 18:35:20,Medium,True,Good
176,54,5,5,175,160,821,0.000498,5,2024-05-13 07:57:16,Simple,False,Good
177,39,1,7,2583,3717,1251,0.039395,5,2024-11-08 10:52:41,Complex,True,Excellent
178,82,4,8,181,181,4064,0.000913,4,2024-11-26 21:57:40,Simple,True,Good
179,4,5,5,1384,2120,822,0.006943,3,2024-04-22 18:20:39,Complex,True,Good
180,47,2,9,674,616,1584,0.005142,5,2024-02-09 20:24:24,Medium,True,Excellent
181,86,1,6,401,484,1090,0.004719,5,2024-05-12 04:26:17,Simple,True,Excellent
182,4,3,2,396,336,1344,0.002508,2,2024-03-18 11:49:46,Simple,True,Fair
183,30,5,5,879,886,1612,0.002405,5,2024-02-02 14:13:02,Medium,True,Good
184,32,5,2,623,707,1984,0.001965,5,2024-08-01 22:10:03,Medium,True,Good
185,23,2,8,572,524,1222,0.004144,2,2024-01-13 16:21:15,Medium,True,Fair
186,58,3,4,269,330,1445,0.002334,4,2024-02-18 09:49:48,Simple,False,Good
187,11,3,7,411,595,765,0.004023,3,2024-01-05 00:59:08,Medium,False,Good
188,31,5,4,370,347,3257,0.001108,5,2024-12-13 09:12:15,Simple,True,Good
189,86,4,4,391,339,1945,0.001764,4,2024-10-17 15:39:07,Simple,True,Good
190,32,2,3,139,221,3851,0.001617,4,2024-09-21 05:26:47,Simple,True,Excellent
191,42,5,8,1221,1550,2109,0.004889,4,2024-11-11 16:04:44,Medium,False,Good
192,4,4,7,774,657,2391,0.003056,5,2024-12-18 11:39:34,Medium,True,Good
193,11,4,7,437,547,1180,0.002688,3,2024-09-26 14:05:29,Medium,True,Good
194,3,3,7,879,1101,1169,0.007004,2,2024-10-13 21:36:34,Medium,True,Fair
195,19,2,7,775,806,3881,0.006282,4,2024-05-21 04:19:50,Medium,True,Excellent
196,63,2,3,308,260,1657,0.002207,5,2024-11-03 15:25:47,Simple,True,Excellent
197,40,3,8,371,607,500,0.004297,2,2024-10-08 22:23:47,Medium,False,Fair
198,60,4,9,490,425,1887,0.002028,4,2024-01-18 15:50:39,Simple,False,Good
199,37,4,4,285,243,3296,0.001204,5,2024-12-17 10:09:35,Simple,True,Good
200,30,5,3,2166,1935,4394,0.005861,3,2024-12-20 20:03:58,Medium,False,Good
201,86,5,6,3074,2590,1517,0.007409,5,2024-04-16 16:31:54,Complex,True,Good
202,92,4,5,1441,1385,2218,0.006655,5,2024-06-19 03:01:35,Medium,True,Good
203,34,1,9,226,253,1025,0.002705,5,2024-12-02 02:48:29,Simple,True,Excellent
204,25,3,4,362,454,621,0.003008,2,2024-09-30 15:22:56,Simple,True,Fair
205,6,2,4,580,592,1842,0.004914,4,2024-11-05 02:27:51,Medium,True,Excellent
206,69,5,7,3116,4000,2171,0.011819,4,2024-11-04 18:52:08,Complex,True,Good
207,30,1,8,1495,1588,2528,0.015747,2,2024-01-23 01:43:13,Medium,True,Fair
208,30,4,4,399,372,1010,0.002033,4,2024-09-16 05:54:13,Simple,True,Good
209,67,5,5,283,402,1478,0.00111,5,2024-09-13 16:43:47,Simple,True,Good
210,46,5,6,1557,1361,3829,0.003956,3,2024-12-13 12:15:43,Medium,True,Good
211,40,4,4,427,457,1558,0.002509,5,2024-04-20 13:33:20,Simple,True,Good
212,56,3,9,353,344,1613,0.002191,2,2024-02-18 06:50:30,Simple,True,Fair
213,88,5,7,719,730,1297,0.002332,4,2024-06-04 19:18:41,Medium,True,Good
214,54,2,3,731,664,1232,0.005751,3,2024-10-07 18:50:51,Medium,True,Good
215,51,4,9,1449,1549,2075,0.007637,4,2024-01-05 00:39:39,Medium,True,Good
216,29,5,8,475,403,4247,0.001186,4,2024-09-04 07:22:57,Simple,False,Good
217,46,4,9,179,176,1671,0.000919,2,2024-07-03 09:35:51,Simple,True,Fair
218,100,4,7,2086,1782,3810,0.009285,3,2024-08-26 07:27:27,Medium,True,Good
219,33,5,5,727,1057,1768,0.002946,5,2024-09-30 06:49:52,Medium,False,Good
220,41,2,4,1374,1243,2821,0.009486,2,2024-11-28 03:05:44,Medium,True,Fair
221,5,2,9,837,1299,977,0.011095,4,2024-06-19 21:22:15,Medium,True,Excellent
222,100,4,2,1305,1329,1042,0.005999,3,2024-05-13 19:11:59,Medium,False,Good
223,2,5,9,282,243,1798,0.000695,5,2024-04-13 06:53:16,Simple,True,Good
224,44,5,8,580,572,3926,0.001609,4,2024-08-16 03:49:09,Medium,False,Good
225,75,2,2,495,518,2197,0.004065,5,2024-11-28 22:08:20,Medium,True,Excellent
226,39,5,7,279,294,857,0.000835,3,2024-02-13 14:26:53,Simple,False,Good
227,16,5,2,517,465,2574,0.001336,2,2024-10-12 01:18:14,Simple,True,Fair
228,4,2,7,3822,3765,954,0.032557,2,2024-12-10 13:26:02,Complex,True,Fair
229,50,3,4,1826,2161,1521,0.014401,4,2024-12-26 01:14:04,Complex,True,Good
230,94,5,1,1558,1639,740,0.005044,4,2024-12-02 10:49:16,Medium,True,Good
231,62,2,7,591,724,1991,0.005235,1,2024-08-23 07:42:15,Medium,True,Fair
232,71,1,9,343,438,1531,0.004043,3,2024-08-26 23:16:13,Simple,False,Good
233,12,2,4,538,601,1955,0.004808,4,2024-02-16 23:20:12,Medium,True,Excellent
234,46,1,8,169,158,845,0.001656,5,2024-12-04 05:07:58,Simple,False,Excellent
235,30,1,5,383,322,500,0.003227,4,2024-02-08 06:22:09,Simple,True,Excellent
236,24,1,7,246,228,2828,0.002436,2,2024-01-14 11:04:10,Simple,True,Fair
237,98,5,3,708,746,1031,0.002281,4,2024-04-17 23:49:44,Medium,True,Good
238,18,5,5,929,1163,1799,0.003504,4,2024-04-16 13:03:55,Medium,True,Good
239,64,3,1,191,310,2632,0.002386,3,2024-11-24 06:46:45,Simple,True,Good
240,47,2,9,1771,1536,1459,0.011885,5,2024-01-08 19:45:47,Medium,True,Excellent
241,7,5,3,704,1009,2155,0.002977,3,2024-09-12 17:47:59,Medium,False,Good
242,78,4,1,819,755,848,0.003626,1,2024-12-29 21:43:02,Medium,True,Fair
243,71,1,2,220,229,921,0.00207,1,2024-06-08 16:36:40,Simple,True,Fair
244,42,5,1,772,749,1735,0.002138,3,2024-05-30 20:08:03,Medium,False,Good
245,96,3,2,358,527,3932,0.003605,4,2024-06-23 02:19:50,Medium,True,Good
246,37,3,1,2001,1764,580,0.011559,4,2024-07-05 21:24:20,Medium,False,Good
247,7,4,4,134,133,1366,0.000703,3,2024-04-12 20:08:56,Simple,True,Good
248,64,3,1,571,819,2561,0.006253,5,2024-02-08 12:23:27,Medium,True,Good
249,77,2,1,486,497,501,0.003918,3,2024-10-19 02:15:43,Simple,False,Good
250,23,1,5,2682,2263,1189,0.020936,2,2024-09-01 02:37:14,Complex,False,Fair
251,94,2,7,659,773,1830,0.005876,4,2024-05-13 05:28:13,Medium,True,Excellent
252,53,1,6,561,476,3539,0.004808,3,2024-10-04 10:02:50,Simple,True,Good
253,52,2,8,911,1464,792,0.011414,4,2024-02-27 14:22:03,Medium,True,Excellent
254,38,5,5,63,98,1215,0.000316,4,2024-11-01 22:17:48,Simple,True,Good
255,5,3,4,617,765,2136,0.005746,4,2024-01-11 23:21:36,Medium,True,Good
256,74,3,1,637,773,3571,0.005014,4,2024-06-24 02:50:31,Medium,False,Good
257,42,3,3,1298,1233,1386,0.009041,4,2024-01-12 07:44:31,Medium,True,Good
258,31,3,1,240,226,1140,0.001634,4,2024-05-28 12:28:39,Simple,False,Good
259,85,5,9,1488,1389,1177,0.004223,5,2024-10-13 10:37:05,Medium,True,Good
260,59,4,9,1220,1339,2717,0.006296,5,2024-09-27 15:21:09,Medium,False,Good
261,2,1,5,2110,2760,1796,0.025319,4,2024-01-19 20:37:15,Complex,True,Excellent
262,69,3,1,93,117,6077,0.000856,3,2024-10-26 04:30:11,Simple,True,Good
263,56,4,1,419,616,1677,0.003133,1,2024-10-24 15:46:10,Medium,True,Fair
264,79,5,3,1914,1648,1466,0.005284,4,2024-08-09 14:22:51,Medium,True,Good
265,42,3,2,281,283,1462,0.001931,3,2024-04-21 02:58:03,Simple,True,Good
266,37,1,4,693,903,1428,0.008993,4,2024-06-10 12:49:54,Medium,True,Excellent
267,88,3,9,1552,2161,1007,0.014563,5,2024-08-25 03:01:57,Complex,True,Good
268,24,5,2,211,347,788,0.001039,3,2024-11-08 22:58:35,Simple,True,Good
269,18,4,1,2556,2308,5127,0.012144,4,2024-08-23 16:15:33,Complex,True,Good
270,7,3,5,563,486,1059,0.003237,4,2024-04-26 07:12:28,Simple,True,Good
271,51,4,7,119,171,4327,0.00092,3,2024-06-03 00:34:56,Simple,True,Good
272,81,1,6,860,934,2664,0.008559,3,2024-02-16 19:19:05,Medium,True,Good
273,64,1,4,533,461,3747,0.004992,4,2024-12-19 06:26:05,Simple,True,Excellent
274,98,4,5,398,612,878,0.003092,5,2024-11-19 11:39:29,Medium,False,Good
275,75,3,3,336,316,2117,0.002358,4,2024-03-06 21:44:58,Simple,False,Good
276,93,5,2,250,228,2482,0.000713,3,2024-08-12 00:25:02,Simple,True,Good
277,65,3,8,354,307,1352,0.002248,5,2024-04-28 23:41:18,Simple,True,Good
278,89,3,8,417,411,1478,0.002823,4,2024-07-22 10:41:17,Simple,True,Good
279,27,3,4,750,867,808,0.005659,5,2024-02-27 21:07:06,Medium,True,Good
280,92,1,4,397,373,778,0.003591,3,2024-01-14 10:12:06,Simple,True,Good
281,65,1,9,283,415,977,0.003747,4,2024-10-30 00:20:07,Simple,True,Excellent
282,40,2,2,602,659,2358,0.005214,2,2024-04-30 20:52:28,Medium,True,Fair
283,96,4,8,1563,2333,1345,0.011587,4,2024-12-12 01:20:20,Complex,True,Good
284,73,5,1,1204,1535,1291,0.0045,2,2024-06-10 22:06:55,Medium,True,Fair
285,26,3,5,248,370,2628,0.002536,4,2024-07-28 02:58:45,Simple,True,Good
286,6,4,3,1377,1224,3480,0.006596,5,2024-05-28 02:24:11,Medium,False,Good
287,67,2,5,602,860,1971,0.00668,2,2024-06-25 11:07:44,Medium,True,Fair
288,8,2,3,1998,2077,1345,0.017846,2,2024-05-29 21:29:26,Complex,True,Fair
289,65,4,6,248,328,1225,0.00168,5,2024-07-20 19:24:40,Simple,False,Good
290,36,1,8,173,240,1195,0.002291,3,2024-07-31 06:13:18,Simple,True,Good
291,38,5,8,1695,1833,676,0.00558,3,2024-05-22 11:37:21,Medium,True,Good
292,18,2,4,1256,2054,706,0.016818,3,2024-11-24 01:35:42,Complex,True,Good
293,58,1,7,1394,1271,500,0.012609,3,2024-05-11 02:45:48,Medium,True,Good
294,53,2,8,1618,2046,1186,0.016789,4,2024-10-02 05:01:20,Complex,False,Excellent
295,47,3,9,569,687,1716,0.005208,4,2024-08-09 01:42:05,Medium,False,Good
296,85,1,6,523,470,4576,0.004742,3,2024-09-10 07:32:45,Simple,True,Good
297,83,1,6,1221,1273,1743,0.011915,5,2024-10-05 00:32:22,Medium,True,Excellent
298,72,2,8,965,837,3198,0.006941,4,2024-06-09 08:07:13,Medium,True,Excellent
299,95,2,9,520,485,3032,0.003926,4,2024-08-10 03:23:11,Simple,False,Excellent
300,31,4,2,1467,1266,1261,0.006307,4,2024-03-18 14:04:04,Medium,True,Good
301,87,2,9,266,267,2216,0.002326,4,2024-08-30 06:21:08,Simple,True,Excellent
302,66,5,7,374,321,2344,0.000895,4,2024-07-01 11:59:32,Simple,False,Good
303,28,5,2,399,494,3323,0.001535,3,2024-08-19 05:05:27,Simple,True,Good
304,77,4,6,1153,1143,6446,0.005635,2,2024-11-15 03:43:27,Medium,False,Fair
305,54,1,2,980,1457,2495,0.014365,3,2024-02-25 02:21:29,Medium,True,Good
306,20,4,5,451,391,980,0.001824,5,2024-10-11 16:27:00,Simple,True,Good
307,10,2,4,774,874,4014,0.007304,3,2024-12-27 10:01:40,Medium,True,Good
308,65,4,6,706,1126,1672,0.005971,4,2024-12-29 08:48:35,Medium,True,Good
