prompt_id,user_id,model_id,category_id,prompt_length,token_count,response_time_ms,estimated_cost,satisfaction_rating,created_at,prompt_complexity,task_completed,response_quality
29,93,3,9,295,285,3113,0.002,2,2024-12-25 23:27:10,Simple,True,Fair
30,30,3,1,1317,1131,6783,0.00796,4,2024-10-04 06:21:47,Medium,False,Good
31,254,3,8,347,360,2700,0.002292,5,2024-11-17 18:15:02,Simple,True,Good
32,274,3,8,375,584,1964,0.003966,4,2024-12-16 21:30:10,Medium,True,Good
33,234,5,4,743,731,1617,0.002269,1,2024-10-24 13:21:50,Medium,True,Fair
34,233,5,9,214,231,2031,0.000643,5,2024-12-28 03:45:20,Simple,True,Good
35,129,1,9,149,188,2006,0.001756,5,2024-10-21 10:36:15,Simple,True,Excellent
36,101,4,5,459,405,7960,0.002122,4,2024-11-19 07:09:52,Simple,True,Good
37,147,3,4,358,397,852,0.002916,4,2024-12-22 22:14:44,Simple,False,Good
38,39,1,7,453,406,1800,0.004195,3,2024-10-21 14:04:29,Simple,False,Good
39,248,1,2,252,272,1866,0.002843,5,2024-12-03 13:57:44,Simple,True,Excellent
40,177,4,5,115,108,5958,0.000533,5,2024-10-18 09:03:40,Simple,False,Good
41,97,2,9,730,1017,641,0.00831,4,2024-10-16 01:00:50,Medium,False,Excellent
42,24,4,9,1682,2333,1165,0.012128,5,2024-12-12 12:51:00,Complex,True,Good
43,261,4,9,996,1027,2588,0.005269,2,2024-10-29 09:10:25,Medium,False,Fair
44,38,3,9,677,786,6505,0.00557,4,2024-12-07 07:17:46,Medium,False,Good
45,94,2,8,3557,3530,1676,0.02885,4,2024-12-04 22:17:49,Complex,True,Excellent
46,62,3,1,376,421,877,0.002858,4,2024-11-19 20:47:15,Simple,False,Good
47,187,1,8,651,662,1965,0.00674,5,2024-11-03 01:08:22,Medium,True,Excellent
48,211,5,3,488,449,2991,0.001223,4,2024-11-08 14:56:01,Simple,False,Good
49,37,4,5,327,489,804,0.002613,5,2024-12-21 04:15:27,Simple,False,Good
50,110,1,1,349,375,1237,0.003825,3,2024-10-15 10:11:44,Simple,True,Good
51,126,3,9,767,744,1215,0.005138,4,2024-12-17 14:36:05,Medium,True,Good
52,54,3,2,333,326,3016,0.002353,5,2024-12-12 01:51:27,Simple,False,Good
53,32,4,4,288,387,2052,0.001826,4,2024-11-11 09:34:43,Simple,True,Good
54,120,3,3,1117,1256,2743,0.008256,4,2024-10-01 00:21:58,Medium,False,Good
55,60,5,8,290,270,2388,0.000888,3,2024-10-25 01:19:08,Simple,True,Good
56,215,2,3,436,478,1123,0.003839,5,2024-10-30 04:37:07,Simple,False,Excellent
57,36,3,1,184,191,1112,0.001385,3,2024-12-13 15:03:00,Simple,True,Good
58,288,3,8,91,100,529,0.000691,5,2024-10-21 13:13:55,Simple,False,Good
59,70,5,1,496,668,1830,0.002036,3,2024-12-23 18:06:13,Medium,False,Good
60,177,3,4,199,261,3085,0.001955,1,2024-11-20 17:37:59,Simple,False,Fair
61,104,3,2,201,174,2407,0.001209,5,2024-11-19 13:59:32,Simple,True,Good
62,147,4,9,751,729,868,0.003974,3,2024-10-04 04:20:38,Medium,True,Good
63,239,2,1,1815,1526,3378,0.011296,4,2024-11-09 20:33:52,Medium,True,Excellent
64,172,5,5,102,170,2051,0.000493,1,2024-11-12 10:50:46,Simple,True,Fair
65,49,4,3,560,525,838,0.002592,4,2024-11-26 18:37:19,Medium,True,Good
66,127,1,6,1121,972,1265,0.009625,3,2024-10-13 07:37:18,Medium,True,Good
67,252,3,6,1085,937,7764,0.006899,4,2024-12-07 19:47:35,Medium,True,Good
68,243,2,4,660,715,2833,0.00613,5,2024-11-27 10:36:15,Medium,True,Excellent
69,161,2,8,2061,2034,8010,0.014998,2,2024-11-30 01:35:07,Complex,True,Fair
70,222,4,6,1850,2202,3995,0.011816,4,2024-10-09 12:30:10,Complex,True,Good
71,7,2,5,1021,949,2080,0.006867,2,2024-12-04 17:48:05,Medium,True,Fair
72,166,4,8,384,413,2102,0.002085,5,2024-11-02 16:37:06,Simple,False,Good
73,167,4,1,544,462,1748,0.002493,5,2024-11-21 10:34:51,Simple,True,Good
74,3,1,3,580,712,1575,0.006949,2,2024-11-17 02:42:04,Medium,True,Fair
75,223,2,5,251,221,1028,0.001613,5,2024-11-17 22:59:51,Simple,True,Excellent
76,164,2,1,1687,2414,1128,0.018198,3,2024-10-03 09:00:25,Complex,False,Good
77,19,4,9,709,1058,2263,0.005417,3,2024-12-23 00:10:32,Medium,True,Good
78,249,4,3,1137,1256,1136,0.006246,4,2024-10-20 16:51:54,Medium,True,Good
79,147,3,2,1665,1926,751,0.012301,4,2024-10-27 23:16:37,Medium,True,Good
80,178,4,8,298,273,944,0.001339,4,2024-12-03 15:37:31,Simple,True,Good
81,287,5,4,1757,1704,1780,0.004947,4,2024-12-03 07:22:08,Medium,True,Good
82,146,3,8,1775,2346,1380,0.015432,4,2024-10-01 18:55:23,Complex,False,Good
83,28,3,8,774,958,1889,0.006214,1,2024-12-07 13:31:10,Medium,False,Fair
84,108,1,8,702,589,916,0.005345,4,2024-11-22 22:12:22,Medium,True,Excellent
85,195,4,6,266,332,2088,0.001753,1,2024-11-05 17:46:30,Simple,True,Fair
86,167,1,3,1145,1274,4781,0.011952,4,2024-10-27 14:15:09,Medium,True,Excellent
87,300,3,6,248,333,2614,0.002379,5,2024-11-13 18:48:10,Simple,False,Good
88,174,1,1,620,671,624,0.007158,4,2024-11-20 08:43:40,Medium,True,Excellent
89,57,3,2,891,856,1413,0.005784,3,2024-11-19 21:49:47,Medium,True,Good
90,243,3,6,505,426,2191,0.002895,2,2024-10-09 18:21:42,Simple,True,Fair
91,133,3,2,614,733,2522,0.004677,4,2024-12-05 06:49:39,Medium,True,Good
92,111,3,3,1454,1778,1478,0.011325,4,2024-10-22 18:49:46,Medium,True,Good
93,66,5,2,896,1266,2072,0.003841,4,2024-12-15 09:27:42,Medium,False,Good
94,38,4,7,729,1185,1804,0.006348,4,2024-11-12 09:15:26,Medium,True,Good
95,277,1,5,635,632,1753,0.006673,3,2024-10-22 02:40:36,Medium,True,Good
96,65,1,7,1614,1383,5152,0.013196,3,2024-10-14 15:47:30,Medium,True,Good
97,203,1,5,183,204,933,0.001965,2,2024-11-11 14:18:13,Simple,True,Fair
98,262,4,6,289,250,2194,0.001193,4,2024-11-01 00:04:45,Simple,True,Good
99,285,3,3,433,537,1753,0.003947,5,2024-10-03 05:26:40,Medium,True,Good
100,225,4,8,1126,1230,2209,0.006652,4,2024-12-07 19:39:44,Medium,True,Good
101,211,2,4,826,883,1316,0.006922,4,2024-11-26 14:54:18,Medium,True,Excellent
102,166,1,5,1054,1325,7372,0.013223,3,2024-10-09 17:43:30,Medium,False,Good
103,67,5,9,95,134,3105,0.000433,5,2024-11-05 10:37:27,Simple,True,Good
104,176,2,9,1095,1338,4073,0.009809,3,2024-10-14 00:24:59,Medium,True,Good
105,290,5,9,138,227,4482,0.000685,5,2024-11-24 00:58:17,Simple,True,Good
106,64,2,1,525,587,3377,0.004428,4,2024-10-16 01:58:10,Medium,True,Excellent
107,24,1,4,837,772,1009,0.007989,1,2024-11-28 01:59:41,Medium,True,Fair
108,15,1,2,196,219,4391,0.002169,5,2024-12-12 11:21:28,Simple,True,Excellent
109,254,4,1,445,391,1895,0.001905,5,2024-11-18 11:01:33,Simple,False,Good
110,293,4,9,272,317,1299,0.00153,4,2024-10-18 05:59:05,Simple,True,Good
111,37,4,6,523,708,1412,0.003702,3,2024-12-11 23:50:20,Medium,True,Good
112,108,2,8,552,541,3244,0.004499,2,2024-10-11 02:11:14,Medium,True,Fair
113,210,3,5,764,711,5192,0.004705,4,2024-12-11 20:11:45,Medium,True,Good
114,41,5,7,671,924,2112,0.002634,3,2024-11-03 05:03:46,Medium,True,Good
115,21,4,3,421,412,1390,0.001879,5,2024-11-18 04:09:15,Simple,True,Good
116,69,5,8,1165,1367,3441,0.004481,4,2024-11-18 14:11:04,Medium,True,Good
117,241,2,8,417,557,4976,0.004054,5,2024-10-05 17:41:57,Medium,False,Excellent
118,82,2,1,367,521,5018,0.004238,2,2024-10-12 04:49:22,Medium,True,Fair
119,174,2,1,577,495,1876,0.004037,3,2024-11-02 23:07:54,Simple,True,Good
120,164,3,2,453,405,586,0.002915,4,2024-12-14 21:26:42,Simple,False,Good
121,41,3,3,360,475,1788,0.003032,3,2024-12-03 07:36:30,Simple,True,Good
122,103,2,5,664,725,4798,0.006204,2,2024-11-25 04:59:48,Medium,False,Fair
123,151,5,6,2038,2155,2117,0.006855,5,2024-11-15 18:57:45,Complex,False,Good
124,291,4,2,578,488,1672,0.002246,5,2024-11-17 14:21:00,Simple,True,Good
125,174,5,7,278,360,1255,0.00116,3,2024-11-15 23:04:48,Simple,True,Good
126,176,3,2,748,823,1958,0.006086,4,2024-12-29 14:20:03,Medium,True,Good
127,64,5,7,420,427,3866,0.001374,5,2024-11-14 13:47:36,Simple,True,Good
128,51,4,8,376,332,1745,0.001681,5,2024-12-16 13:37:32,Simple,False,Good
129,193,3,3,432,395,3437,0.003016,4,2024-11-15 05:50:07,Simple,False,Good
130,218,1,5,544,454,3594,0.004878,1,2024-10-06 17:54:49,Simple,True,Fair
131,203,3,6,1003,861,1547,0.005464,1,2024-10-03 00:18:25,Medium,True,Fair
132,245,1,2,487,603,2960,0.006428,2,2024-11-16 03:28:55,Medium,True,Fair
133,231,5,5,449,379,1172,0.001054,4,2024-10-07 07:59:56,Simple,True,Good
134,151,4,1,268,256,1752,0.00133,4,2024-12-06 22:45:58,Simple,True,Good
135,233,5,6,1101,1252,2763,0.004086,3,2024-12-22 18:04:52,Medium,True,Good
136,3,5,4,336,281,1258,0.000797,4,2024-12-27 13:27:18,Simple,True,Good
137,259,3,7,671,595,1197,0.004047,4,2024-10-03 16:43:24,Medium,True,Good
138,261,2,7,1258,1130,3623,0.009125,1,2024-11-01 13:48:33,Medium,True,Fair
139,283,3,5,683,603,1215,0.003924,2,2024-11-16 18:14:29,Medium,True,Fair
140,54,1,5,745,818,970,0.00872,4,2024-11-20 08:54:49,Medium,True,Excellent
141,116,5,8,229,278,1551,0.000887,4,2024-10-01 08:57:37,Simple,True,Good
142,35,4,9,306,347,4424,0.001832,4,2024-12-22 03:54:25,Simple,True,Good
143,112,1,7,252,401,1781,0.003898,4,2024-11-22 13:28:22,Simple,True,Excellent
144,153,3,1,141,181,4099,0.001196,4,2024-12-16 01:31:50,Simple,True,Good
145,99,3,4,2349,2221,1540,0.016939,3,2024-11-01 18:53:45,Complex,False,Good
146,21,4,4,839,771,2406,0.003999,4,2024-10-14 01:36:35,Medium,True,Good
147,192,5,8,533,476,2238,0.001434,3,2024-10-21 14:52:32,Simple,True,Good
148,280,1,4,702,911,1983,0.009245,4,2024-12-07 19:09:20,Medium,True,Excellent
149,131,1,5,219,271,2206,0.002698,2,2024-11-01 09:35:20,Simple,True,Fair
150,167,5,6,696,849,3280,0.002527,2,2024-11-16 15:52:28,Medium,True,Fair
151,153,5,9,278,416,886,0.00117,4,2024-11-26 23:03:25,Simple,False,Good
152,26,2,9,1556,1425,3450,0.012341,4,2024-11-09 06:29:44,Medium,True,Excellent
153,79,5,7,279,255,1157,0.000807,4,2024-12-01 15:32:52,Simple,True,Good
154,82,2,5,353,317,1257,0.00243,1,2024-10-11 09:40:21,Simple,True,Fair
155,45,1,7,315,466,1002,0.004411,4,2024-10-09 02:39:07,Simple,True,Excellent
156,75,1,4,1312,1160,1028,0.011658,4,2024-11-28 09:52:28,Medium,True,Excellent
157,120,4,8,745,705,2366,0.003587,3,2024-12-08 11:35:51,Medium,True,Good
158,125,2,6,132,217,2497,0.001906,3,2024-10-30 05:58:40,Simple,True,Good
159,98,2,6,718,612,2218,0.004697,3,2024-11-15 04:35:31,Medium,True,Good
160,101,3,6,306,413,1885,0.003132,1,2024-12-22 06:39:07,Simple,True,Fair
161,238,2,8,151,149,1065,0.00125,5,2024-12-23 04:38:40,Simple,True,Excellent
162,265,3,7,242,383,1116,0.002658,4,2024-11-08 01:47:45,Simple,False,Good
163,254,2,2,790,659,1717,0.004891,3,2024-10-13 01:30:01,Medium,True,Good
164,70,3,6,1193,1277,4151,0.009501,4,2024-11-25 20:32:03,Medium,False,Good
165,212,2,7,250,233,3392,0.002025,5,2024-10-12 22:09:01,Simple,True,Excellent
166,122,3,8,405,375,2284,0.002662,2,2024-11-04 11:48:57,Simple,True,Fair
167,214,5,8,91,113,3059,0.000342,5,2024-10-21 08:01:52,Simple,True,Good
168,56,1,3,3054,4000,2886,0.038074,5,2024-12-05 22:07:51,Complex,True,Excellent
169,214,2,7,1175,997,2383,0.007945,3,2024-11-29 17:09:59,Medium,False,Good
170,101,3,7,757,768,1527,0.005832,4,2024-10-16 21:27:07,Medium,True,Good
171,226,2,5,221,357,1237,0.003107,5,2024-10-20 22:59:45,Simple,True,Excellent
172,284,4,6,410,378,989,0.001984,4,2024-12-17 15:30:32,Simple,True,Good
173,241,3,9,396,386,1197,0.002676,4,2024-11-21 06:58:26,Simple,True,Good
174,165,5,8,313,515,3380,0.001651,3,2024-11-23 11:57:30,Medium,True,Good
175,256,3,7,303,443,2907,0.003287,4,2024-10-26 03:38:58,Simple,False,Good
176,209,3,9,1678,1538,2987,0.010967,3,2024-11-13 07:45:57,Medium,True,Good
177,269,2,8,383,358,2758,0.002954,3,2024-12-15 12:11:12,Simple,True,Good
178,142,3,5,724,654,676,0.004896,5,2024-11-30 04:38:22,Medium,True,Good
179,163,2,3,489,409,1111,0.003172,3,2024-11-07 06:09:45,Simple,True,Good
180,20,3,8,383,402,2005,0.00256,4,2024-11-17 13:32:32,Simple,True,Good
181,61,1,7,236,214,881,0.001933,3,2024-12-16 03:16:42,Simple,True,Good
182,172,4,7,1986,2503,3431,0.011978,3,2024-12-21 13:29:16,Complex,True,Good
183,286,4,8,315,422,826,0.001986,3,2024-10-14 06:14:16,Simple,True,Good
184,282,2,3,171,219,7579,0.001638,3,2024-10-23 19:25:40,Simple,True,Good
185,201,1,4,428,591,850,0.005441,5,2024-10-25 01:40:27,Medium,True,Excellent
186,130,5,6,164,210,1442,0.00066,5,2024-11-20 22:31:02,Simple,True,Good
187,165,2,7,541,590,2168,0.004652,5,2024-10-10 15:00:15,Medium,True,Excellent
188,33,5,4,593,557,839,0.001575,2,2024-10-13 15:32:10,Medium,True,Fair
189,60,2,4,432,399,1419,0.003177,3,2024-12-27 01:19:18,Simple,True,Good
190,32,5,7,477,530,2461,0.001547,1,2024-10-09 20:59:30,Medium,True,Fair
191,204,3,9,956,1447,1404,0.01098,4,2024-11-06 23:27:34,Medium,False,Good
192,149,1,9,1067,1650,1691,0.016436,4,2024-12-04 19:22:03,Medium,True,Excellent
193,4,5,3,404,513,2554,0.001428,4,2024-12-02 10:36:42,Medium,False,Good
194,193,1,4,644,550,571,0.005317,4,2024-10-11 10:08:41,Medium,True,Excellent
195,61,2,8,829,1016,2486,0.008058,5,2024-12-15 01:09:57,Medium,True,Excellent
196,262,4,4,788,1064,1796,0.005183,3,2024-11-16 10:58:43,Medium,True,Good
197,117,3,1,471,456,1475,0.003193,3,2024-10-12 01:10:11,Simple,True,Good
198,290,5,5,533,778,2088,0.002179,2,2024-10-16 08:31:10,Medium,True,Fair
199,91,4,2,613,645,2871,0.003078,4,2024-12-13 11:55:38,Medium,True,Good
200,99,1,7,703,915,646,0.008501,5,2024-10-22 01:02:48,Medium,True,Excellent
201,269,1,5,116,162,7530,0.001558,3,2024-12-10 13:35:09,Simple,True,Good
202,96,2,6,1167,1292,2116,0.009752,4,2024-10-20 07:09:06,Medium,True,Excellent
203,110,5,5,430,392,1259,0.001171,5,2024-10-06 12:44:01,Simple,True,Good
204,233,1,4,607,686,595,0.007446,5,2024-10-25 17:01:00,Medium,True,Excellent
205,221,4,2,862,829,1403,0.00419,2,2024-10-18 19:54:20,Medium,True,Fair
206,124,2,8,283,326,1013,0.002624,4,2024-10-02 23:25:16,Simple,True,Excellent
207,75,1,1,538,504,3354,0.005454,1,2024-11-22 23:16:27,Medium,False,Fair
208,88,5,9,337,407,1755,0.001284,2,2024-10-26 18:51:29,Simple,False,Fair
209,23,5,7,1134,1667,2729,0.005366,4,2024-11-02 23:07:38,Medium,True,Good
210,11,4,5,197,281,1518,0.001313,3,2024-12-13 08:19:33,Simple,False,Good
211,264,5,6,1037,1362,3021,0.003991,5,2024-11-26 19:16:39,Medium,True,Good
212,251,3,2,521,577,2971,0.003697,4,2024-10-20 10:19:00,Medium,True,Good
213,13,2,8,720,818,2094,0.006575,4,2024-12-14 18:41:54,Medium,True,Excellent
214,129,3,4,258,425,1204,0.003216,4,2024-12-22 15:27:15,Simple,True,Good
215,149,5,1,438,366,3147,0.001187,4,2024-11-07 16:20:47,Simple,True,Good
216,135,5,1,547,560,1932,0.001621,3,2024-10-16 21:52:55,Medium,True,Good
217,229,4,6,205,188,2261,0.000954,5,2024-11-04 06:06:36,Simple,True,Good
218,294,4,4,421,582,1729,0.003104,4,2024-11-25 07:06:54,Medium,False,Good
219,87,5,1,692,1075,1024,0.003237,4,2024-11-29 05:44:46,Medium,True,Good
220,293,1,9,1240,1267,867,0.012028,4,2024-11-18 06:02:46,Medium,True,Excellent
221,85,3,4,401,600,869,0.004224,1,2024-12-03 21:04:32,Medium,True,Fair
222,35,2,8,229,247,2007,0.002173,3,2024-12-13 08:03:15,Simple,True,Good
223,66,5,3,156,157,3998,0.000443,4,2024-10-12 17:14:51,Simple,True,Good
224,146,4,6,412,601,6715,0.003254,4,2024-12-22 23:28:47,Medium,False,Good
225,163,3,6,343,419,890,0.002919,5,2024-10-16 03:24:00,Simple,True,Good
226,128,2,6,90,132,1765,0.001035,4,2024-11-25 10:09:18,Simple,True,Excellent
227,39,4,7,386,342,4359,0.001771,5,2024-12-30 22:33:11,Simple,True,Good
228,125,1,1,340,395,2107,0.003727,2,2024-11-25 16:04:28,Simple,False,Fair
229,187,4,7,803,1228,1695,0.005738,4,2024-10-19 03:14:53,Medium,True,Good
230,110,2,4,627,703,1913,0.006145,4,2024-11-23 12:32:58,Medium,False,Excellent
231,174,5,8,173,165,2221,0.000458,3,2024-12-21 19:45:37,Simple,True,Good
232,27,4,4,1359,1162,5347,0.006104,1,2024-10-01 00:25:27,Medium,True,Fair
233,286,1,4,114,100,1651,0.000959,4,2024-10-23 09:21:32,Simple,True,Excellent
234,174,3,8,762,1022,2685,0.007225,2,2024-12-07 00:03:01,Medium,True,Fair
235,199,3,3,327,397,3082,0.002718,4,2024-11-05 16:22:17,Simple,False,Good
236,206,2,1,382,614,4665,0.005251,5,2024-10-21 18:10:54,Medium,True,Excellent
237,64,1,8,1667,1444,1514,0.014375,3,2024-12-08 01:58:12,Medium,False,Good
238,247,3,5,831,1146,2162,0.007849,4,2024-11-13 16:13:58,Medium,False,Good
239,157,2,7,1244,1380,2369,0.010773,4,2024-12-03 07:41:06,Medium,True,Excellent
240,296,3,4,351,340,1230,0.002265,3,2024-10-31 09:09:11,Simple,True,Good
241,234,4,3,244,214,810,0.001008,4,2024-10-16 06:45:52,Simple,True,Good
242,297,1,6,672,575,3167,0.005738,5,2024-12-07 06:08:35,Medium,True,Excellent
243,202,3,9,437,459,1872,0.002994,4,2024-10-14 15:19:05,Simple,True,Good
244,96,2,4,3708,4000,1013,0.030993,2,2024-10-12 19:42:21,Complex,True,Fair
245,279,5,1,1175,1009,1545,0.00296,3,2024-11-24 06:46:42,Medium,True,Good
246,39,2,8,502,614,1567,0.004736,4,2024-12-29 09:26:39,Medium,True,Excellent
247,125,1,3,692,775,1065,0.00735,3,2024-12-01 00:33:37,Medium,True,Good
248,124,4,9,442,637,1830,0.003131,2,2024-12-16 02:30:20,Medium,False,Fair
249,207,3,3,479,621,897,0.004345,5,2024-10-19 02:54:04,Medium,True,Good
250,12,5,2,1029,905,2084,0.002625,3,2024-11-20 06:16:34,Medium,True,Good
251,25,2,5,2962,2632,557,0.019909,5,2024-10-25 23:35:20,Complex,True,Excellent
252,191,4,5,3259,2887,3413,0.013253,1,2024-10-22 01:30:19,Complex,True,Fair
253,254,1,7,510,437,5132,0.004803,5,2024-11-15 22:37:17,Simple,True,Excellent
254,235,2,3,956,1130,2597,0.008529,5,2024-12-10 12:13:58,Medium,True,Excellent
255,152,4,5,539,473,942,0.0023,5,2024-12-15 18:16:16,Simple,False,Good
256,251,3,5,162,226,1848,0.00173,3,2024-12-29 08:16:39,Simple,True,Good
257,13,5,9,1090,1487,4984,0.004844,2,2024-10-23 03:31:32,Medium,True,Fair
258,182,1,1,399,586,1285,0.00598,5,2024-12-26 20:19:36,Medium,True,Excellent
259,170,5,8,341,425,540,0.001376,5,2024-11-15 22:25:47,Simple,True,Good
260,50,1,3,390,381,2303,0.003607,2,2024-10-09 03:07:57,Simple,False,Fair
261,4,1,6,735,856,2349,0.008093,5,2024-10-15 23:28:11,Medium,True,Excellent
262,169,4,7,211,240,3685,0.001175,4,2024-12-21 12:38:52,Simple,True,Good
263,124,2,7,1535,1367,974,0.011282,3,2024-12-20 14:27:35,Medium,False,Good
264,103,2,8,313,438,955,0.003226,3,2024-10-25 23:17:51,Simple,True,Good
265,33,3,7,271,415,2476,0.002754,3,2024-10-11 01:17:56,Simple,False,Good
266,170,1,3,336,535,1064,0.00584,4,2024-12-08 23:35:29,Medium,True,Excellent
267,26,1,7,668,724,928,0.007055,4,2024-12-10 23:15:50,Medium,True,Excellent
268,300,2,6,981,1082,1938,0.008122,4,2024-10-24 10:19:07,Medium,True,Excellent
269,18,1,1,274,443,1302,0.00457,5,2024-10-01 03:47:42,Simple,True,Excellent
270,4,3,1,1284,1074,1574,0.007142,2,2024-12-13 08:04:53,Medium,True,Fair
271,194,3,7,234,266,1273,0.001885,4,2024-11-10 22:36:32,Simple,True,Good
272,1,1,3,423,354,1601,0.003534,3,2024-12-24 20:18:58,Simple,True,Good
273,59,4,2,783,935,2628,0.004492,4,2024-10-31 07:16:42,Medium,True,Good
274,162,1,8,486,489,1287,0.005256,4,2024-12-15 13:03:12,Simple,True,Excellent
275,17,2,9,2619,2677,826,0.021209,2,2024-12-19 10:03:36,Complex,True,Fair
276,40,4,2,586,503,1293,0.002301,4,2024-11-09 13:07:02,Medium,False,Good
277,195,2,6,739,754,1673,0.005766,4,2024-12-29 03:28:10,Medium,True,Excellent
278,156,2,3,252,215,2619,0.001852,3,2024-11-14 06:20:23,Simple,True,Good
279,205,1,3,210,278,993,0.002737,4,2024-12-24 18:30:57,Simple,True,Excellent
280,29,3,2,449,404,1394,0.002645,4,2024-10-23 19:05:35,Simple,True,Good
281,114,4,7,600,554,4921,0.002629,3,2024-10-01 06:16:58,Medium,True,Good
282,235,3,4,244,404,1406,0.002657,2,2024-11-06 05:11:27,Simple,True,Fair
283,134,5,1,251,258,2637,0.000767,5,2024-10-03 10:48:16,Simple,True,Good
284,161,4,8,669,1004,2886,0.005435,3,2024-10-21 03:16:53,Medium,True,Good
285,242,2,7,268,371,6964,0.00295,4,2024-11-27 19:53:01,Simple,True,Excellent
286,33,1,6,313,451,666,0.004771,3,2024-12-30 20:16:57,Simple,True,Good
287,177,3,1,1414,2063,2596,0.013122,4,2024-12-07 19:51:50,Complex,True,Good
288,78,2,4,1371,1372,1644,0.011593,3,2024-12-29 23:25:05,Medium,True,Good
289,75,4,9,177,280,2666,0.001272,5,2024-12-04 04:30:24,Simple,True,Good
290,233,1,6,538,593,2586,0.006129,4,2024-11-11 09:42:30,Medium,True,Excellent
291,112,2,6,222,190,1919,0.001402,4,2024-11-07 20:12:32,Simple,True,Excellent
292,21,1,9,204,332,1001,0.003497,4,2024-10-16 16:09:01,Simple,True,Excellent
293,143,2,4,571,522,1358,0.004204,4,2024-11-19 09:42:13,Medium,True,Excellent
294,25,3,1,159,171,7248,0.001133,4,2024-12-28 23:44:28,Simple,True,Good
295,38,3,8,568,517,2899,0.003554,2,2024-12-12 19:24:28,Medium,True,Fair
296,171,2,5,486,625,5633,0.005313,3,2024-10-07 02:19:30,Medium,True,Good
297,234,2,2,338,282,2548,0.002066,3,2024-11-02 09:14:38,Simple,False,Good
298,86,3,9,1775,2006,1115,0.014966,3,2024-12-25 05:37:06,Complex,True,Good
299,53,1,6,221,249,1019,0.002573,4,2024-10-07 22:59:50,Simple,True,Excellent
300,7,1,9,1598,1416,1850,0.012767,4,2024-11-11 19:28:25,Medium,True,Excellent
301,192,3,6,301,400,771,0.002793,3,2024-10-16 15:08:25,Simple,False,Good
302,168,5,4,570,542,5011,0.00174,1,2024-10-25 21:19:41,Medium,False,Fair
303,235,3,1,332,383,3196,0.002894,4,2024-10-06 21:15:39,Simple,True,Good
304,192,2,9,537,505,6776,0.003761,4,2024-10-08 17:01:38,Medium,False,Excellent
305,270,4,1,299,308,1610,0.001404,4,2024-11-11 10:59:39,Simple,True,Good
306,232,3,9,594,566,916,0.0042,3,2024-12-03 16:45:09,Medium,True,Good
307,46,4,1,985,958,1234,0.004423,2,2024-12-10 11:32:40,Medium,True,Fair
308,21,2,9,347,298,1702,0.002326,2,2024-10-26 13:46:24,Simple,True,Fair
